url,domain,path,category,include_in_mvp,discovered_from,discovered_at
https://monzo.com/blog/2017/09/25/android-progress-update,monzo.com,/blog/2017/09/25/android-progress-update,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/09/27/android-help-search,monzo.com,/blog/2017/09/27/android-help-search,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/09/29/android-engineers,monzo.com,/blog/2017/09/29/android-engineers,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/10/30/monzo-to-monzo-payments,monzo.com,/blog/2017/10/30/monzo-to-monzo-payments,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/11/03/simple-signup-kyc,monzo.com,/blog/2017/11/03/simple-signup-kyc,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/11/14/nfc-card-activation,monzo.com,/blog/2017/11/14/nfc-card-activation,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/11/16/monzo-marketplace,monzo.com,/blog/2017/11/16/monzo-marketplace,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/11/23/2017-todo-list,monzo.com,/blog/2017/11/23/2017-todo-list,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/11/29/very-robust-etcd,monzo.com,/blog/2017/11/29/very-robust-etcd,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/12/01/cardiff,monzo.com,/blog/2017/12/01/cardiff,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
